"Customer_Name","Product_Name","Profit","Returned"
"Denny Joy","Xerox 1894","21.7728","Yes"
"Deanra Eno","Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand","9.4717","Yes"
"Deanra Eno","Xerox 19","27.882","Yes"
"Christine Kargatis","Staples","2.9562","null"
"Lena Hernandez","Wilson Jones Legal Size Ring Binders","46.179","null"
"Richard Bierner","Xerox 1880","99.9408","null"
"Richard Bierner","Tops Wirebound Message Log Books","4.5402","null"
"Richard Bierner","Memorex Froggy Flash Drive 8 GB","20.7675","null"
"Richard Bierner","G.E. Longer-Life Indoor Recessed Floodlight Bulbs","9.5616","null"
"Guy Thornton","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White","28.0876","null"
"Guy Thornton","Hon 61000 Series Interactive Training Tables","-0.8886","null"
"Christine Sundaresam","Avery 483","4.5816","null"
"Christine Sundaresam","Dixon Ticonderoga Maple Cedar Pencil, #2","2.3025","null"
"Christine Sundaresam","Acme Forged Steel Scissors with Black Enamel Handles","8.0997","null"
"Theresa Swint","Elite 5"" Scissors","7.605","null"
"Theresa Swint","Executive Impressions 10"" Spectator Wall Clock","11.9952","null"
"Benjamin Venier","Xerox 1898","16.032","Yes"
"Dionis Lloyd","Okidata C331dn Printer","62.82","null"
"Nick Radford","Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box","85.9818","null"
"Patrick Gardner","BIC Liqua Brite Liner","9.9936","null"
"Chuck Clark","Cardinal Holdit Business Card Pockets","4.1832","null"
"Chuck Clark","Kleencut Forged Office Shears by Acme United Corporation","1.872","null"
"Amy Cox","Plantronics HL10 Handset Lifter","83.5128","null"
"Eileen Kiefer","Newell 328","6.0736","null"
"Irene Maddox","Newell 313","1.148","null"
"Irene Maddox","Bush Westfield Collection Bookcases, Dark Cherry Finish","-143.7904","null"
"Irene Maddox","Newell 326","0.4752","null"
"Irene Maddox","Logitech Keyboard K120","-6.534","null"
"Irene Maddox","Master Caster Door Stop, Large Neon Orange","15.0696","null"
"Irene Maddox","DAX Wood Document Frame","10.984","null"
"Irene Maddox","Bevis Rectangular Conference Tables","-248.166","null"
"Irene Maddox","Xerox 1932","28.7064","null"
"Irene Maddox","Avery Personal Creations Heavyweight Cards","9.6936","null"
"Monica Federle","Howard Miller 11-1/2"" Diameter Brentwood Wall Clock","18.1146","null"
"Nathan Gelder","Xerox 1887","18.2112","null"
"Nathan Gelder","Xerox 1971","19.26","null"
"Nathan Gelder","Personal Folder Holder, Ebony","10.089","null"
"Trudy Brown","Xerox 1920","8.073","null"
"Nick Zandusky","GBC Standard Therm-A-Bind Covers","-35.8848","null"
"Jim Epp","Acco 3-Hole Punch","4.9056","null"
"Mike Pelletier","Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""","13.473","null"
"Mike Pelletier","Xerox 1951","27.882","null"
"Mike Pelletier","Avery Hole Reinforcements","7.2268","null"
"Mary Zewe","Avery Non-Stick Binders","2.245","null"
"Grace Kelly","Plantronics 81402","19.797","null"
"Grace Kelly","Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack","17.908","null"
"Grace Kelly","Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black","0.8162","null"
"Marc Crier","Prang Colored Pencils","2.646","null"
"Marc Crier","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","121.99","null"
"Marc Crier","Hunt PowerHouse Electric Pencil Sharpener, Blue","91.152","null"
"Marc Crier","Carina Double Wide Media Storage Towers in Natural & Black","19.4352","null"
"Logan Haushalter","Eldon Image Series Desk Accessories, Burgundy","4.5144","null"
"Logan Haushalter","Woodgrain Magazine Files by Perma","0.6258","null"
"Logan Haushalter","Longer-Life Soft White Bulbs","4.4352","null"
"Philip Brown","Binding Machine Supplies","24.5028","null"
"Philip Brown","Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts","38.024","null"
"Philip Brown","Deflect-o EconoMat Nonstudded, No Bevel Mat","92.97","null"
"Ted Trevino","Global Troy Executive Leather Low-Back Tilter","150.294","null"
"Ted Trevino","GBC DocuBind P50 Personal Binding Machine","190.0206","null"
"Ted Trevino","Space Solutions HD Industrial Steel Shelving.","10.3473","null"
"Ted Trevino","Avery File Folder Labels","4.2336","null"
"Alan Hwang","Green Canvas Binder for 8-1/2"" x 14"" Sheets","64.2","null"
"Alan Hwang","Newell 323","0.8736","null"
"Edward Hooks","Newell 317","2.5578","null"
"Edward Hooks","Computer Printout Paper with Letter-Trim Perforations","18.2112","null"
"Edward Hooks","Sanford EarthWrite Recycled Pencils, Medium Soft, #2","1.176","null"
"Edward Hooks","SAFCO Boltless Steel Shelving","2.2728","null"
"Edward Hooks","Xerox 1911","22.992","null"
"Edward Hooks","Staples","30.3604","null"
"Edward Hooks","Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units","55.896","null"
"Sheri Gordon","GBC Imprintable Covers","-18.4464","null"
"Christine Abelman","Iceberg Mobile Mega Data/Printer Cart ","125.1432","null"
"Christine Abelman","Fiskars Spring-Action Scissors","3.6348","null"
"Max Engle","BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain","10.4284","null"
"Max Engle","Avery Hole Reinforcements","5.4201","null"
"Filia McAdams","Newell 309","6.93","null"
"Zuschuss Carroll","#10 White Business Envelopes,4 1/8 x 9 1/2","4.2309","null"
"Zuschuss Carroll","Wilson Jones Easy Flow II Sheet Lifters","-0.792","null"
"Zuschuss Carroll","Staples","0.846","null"
"Karen Seio","SmartStand Mobile Device Holder, Assorted Colors","1.6776","null"
"Brian Dahlen","Tennsco 6- and 18-Compartment Lockers","238.653","null"
"Brian Dahlen","O'Sullivan Elevations Bookcase, Cherry Finish","3.9294","null"
"Brian Dahlen","4009 Highlighters by Sanford","6.567","null"
"Joseph Holt","14-7/8 x 11 Blue Bar Computer Printout Paper","46.1184","Yes"
"Joseph Holt","Angle-D Binders with Locking Rings, Label Holders","3.942","Yes"
"Joseph Holt","Advantus Push Pins","1.7876","Yes"
"Joy Daniels","Avery 519","13.7428","null"
"Bill Donatelli","Premium Transparent Presentation Covers by GBC","41.1208","null"
"Bill Donatelli","Eldon 200 Class Desk Accessories","6.0288","null"
"Alan Schoenberger","Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors","20.844","Yes"
"Thomas Seio","DIXON Oriole Pencils","4.6956","null"
"Thomas Seio","Xerox 1909","36.4044","null"
"Thomas Seio","Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock","14.212","null"
"Tracy Collins","Grandstream GXP2100 Mainstream Business Phone","6.1192","null"
"Tracy Collins","Fellowes Command Center 5-outlet power strip","18.3168","null"
"Aaron Bergman","Global Push Button Manager's Chair, Indigo","5.4801","null"
"Aaron Bergman","Newell 330","4.6644","null"
"Aaron Bergman","Carina 42""Hx23 3/4""W Media Storage Unit","4.8588","null"
"Penelope Sewall","Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book","6.321","null"
"Adam Hart","Permanent Self-Adhesive File Folder Labels for Typewriters by Universal","2.4012","null"
"Irene Maddox","Eldon Portable Mobile Manager","22.9068","null"
"Craig Leslie","Xerox 226","5.4432","null"
"Craig Leslie","SAFCO Arco Folding Chair","149.148","null"
"Craig Leslie","Wilson Jones Impact Binders","-2.1756","null"
"Arthur Wiediger","Acco Suede Grain Vinyl Round Ring Binder","2.1684","null"
"Arthur Wiediger","Aastra 6757i CT Wireless VoIP phone","77.5584","null"
"Sample Company A","AT&T 1080 Phone","8.2194","null"
"Sample Company A","Staples","27.783","null"
"Adam Bellavance","Logitech G600 MMO Gaming Mouse","28.7964","null"
"Cindy Chapman","Astroparche Fine Business Paper","5.0688","null"
"Todd Sumrall","Bestar Classic Bookcase","-356.9643","null"
"Shahid Shariari","Eldon 100 Class Desk Accessories","3.2352","null"
"Shahid Shariari","Logitech P710e Mobile Speakerphone","146.7693","null"
"Shahid Shariari","Acme Box Cutter Scissors","5.3196","null"
"Jeremy Ellison","SanDisk Cruzer 64 GB USB Flash Drive","21.792","null"
"Jeremy Ellison","Logitech P710e Mobile Speakerphone","146.7693","null"
"Jeremy Ellison","Eldon Expressions Wood and Plastic Desk Accessories, Oak","11.1776","null"
"Vivek Gonzalez","Newell 339","2.1684","null"
"Vivek Gonzalez","Acme Office Executive Series Stainless Steel Trimmers","2.2282","null"
"Vivek Gonzalez","Clear Mylar Reinforcing Strips","40.3704","null"
"Scott Cohen","Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base","111.1035","null"
"Scott Cohen","Kingston Digital DataTraveler 32GB USB 2.0","2.034","null"
"Arianne Irving","Embossed Ink Jet Note Cards","32.5008","null"
"Arianne Irving","Belkin F9S820V06 8 Outlet Surge","38.976","null"
"Arianne Irving","Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock","191.6586","null"
"Arianne Irving","Xerox 1933","28.858","null"
"Arianne Irving","Standard Rollaway File with Lock","187.3976","null"
"Arianne Irving","Peel & Stick Add-On Corner Pockets","1.8144","null"
"Arianne Irving","Newell 338","3.969","null"
"Adam Bellavance","Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book","8.7138","null"
"Neoma Murray","Xerox 1928","11.88","Yes"
"Neoma Murray","Eldon Shelf Savers Cubes and Bins","0.8376","Yes"
"Tonja Turnell","Newell 347","6.206","null"
"Justin MacKendrick","Hanging Personal Folder File","15.7","null"
"Mick Brown","Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl","4.5188","null"
"Bradley Drucker","Sauder Forest Hills Library, Woodland Oak Finish","-29.6058","null"
"Bradley Drucker","Sterilite Officeware Hinged File Box","2.8296","null"
"Harry Marie","Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)","2.8884","null"
"Harry Marie","Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""","3.1842","null"
"Jill Matthias","Bagged Rubber Bands","-0.6048","null"
"Parhena Norris","Cardinal Hold-It CD Pocket","6.4638","null"
"Maribeth Schnelling","Avery Non-Stick Binders","3.3675","null"
"Ben Peterman","Nu-Dell Executive Frame","37.4144","null"
"Alejandro Ballentine","Advantus SlideClip Paper Clips","8.184","Yes"
"Rick Duston","Wilson Jones Standard D-Ring Binders","2.7324","null"
"Shaun Weien","Microsoft Arc Touch Mouse","43.164","null"
"John Lee","Howard Miller 11-1/2"" Diameter Grantwood Wall Clock","29.3284","null"
"John Lee","Multi-Use Personal File Cart and Caster Set, Three Stacking Bins","38.9312","null"
"John Lee","Harmony HEPA Quiet Air Purifiers","16.38","null"
"James Lanier","Acrylic Self-Standing Desk Frames","1.9224","null"
"James Lanier","Global Leather Executive Chair","105.297","null"
"Sally Hughsby","File Shuttle II and Handi-File, Black","16.945","null"
"Luke Schmidt","Iris Project Case","10.374","null"
"Andrew Gjertsen","Panasonic KX-TG6844B Expandable Digital Cordless Telephone","9.2386","null"
"Andrew Gjertsen","Plantronics MX500i Earset","-14.603","null"
"Tom Stivers","Rush Hierlooms Collection 1"" Thick Stackable Bookcases","259.8896","null"
"Sarah Jordon","Novimex Turbo Task Chair","-17.0352","Yes"
"Fred Chung","Dixon Prang Watercolor Pencils, 10-Color Set with Brush","0.8946","null"
"Joseph Holt","GBC Twin Loop Wire Binding Elements","19.968","null"
"Bill Tyler","Flat Face Poster Frame","15.8256","null"
"Bill Tyler","Aastra 57i VoIP phone","19.3932","null"
"Bill Tyler","3M Replacement Filter for Office Air Cleaner for 20' x 33' Room","29.5776","null"
"Darren Koutras","Peel & Seel Recycled Catalog Envelopes, Brown","11.58","null"
"Arianne Irving","Strathmore #10 Envelopes, Ultimate White","77.4837","null"
"Arianne Irving","LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite","4.36","null"
"Richard Eichhorn","Tensor Computer Mounted Lamp","28.1421","null"
"Richard Eichhorn","Mobile Personal File Cube","18.9702","null"
"Chuck Magee","Advantus Rolling Storage Box","13.8915","null"
"Chuck Magee","Avery 494","3.6018","null"
"Chuck Magee","SANFORD Major Accent Highlighters","13.452","null"
"Chuck Magee","Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)","13.455","null"
"Noel Staavos","Xerox 1883","36.4044","null"
"John Murray","Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box","79.8912","null"
"Lindsay Shagiari","Xerox 1893","40.1702","null"
"Sue Ann Reed","SpineVue Locking Slant-D Ring Binders by Cardinal","5.1184","null"
"Sue Ann Reed","Chromcraft Round Conference Tables","8.7145","null"
"Sue Ann Reed","Advantus Employee of the Month Certificate Frame, 11 x 13-1/2","12.6813","null"
"Sue Ann Reed","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue","9.2799","null"
"Tony Molinari","Hon Racetrack Conference Tables","2.6251","null"
"Eugene Barchas","Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D","6.6588","null"
"Eugene Barchas","GBC Standard Therm-A-Bind Covers","12.9584","null"
"Candace McMahon","Acme Design Stainless Steel Bent Scissors","3.6936","null"
"Barry Französisch","Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops","15.3522","null"
"Barry Französisch","Nortel Business Series Terminal T7208 Digital phone","33.3576","null"
"Barry Französisch","XtraLife ClearVue Slant-D Ring Binders by Cardinal","4.704","null"
"Eva Jacobs","HP Standard 104 key PS/2 Keyboard","10.875","null"
"Nora Pelletier","Catalog Binders with Expanding Posts","33.64","null"
"Delfina Latchford","Xerox 1905","18.6624","null"
"Xylona Preis","Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page","16.544","null"
"Cari Sayre","Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages","5.7624","Yes"
"Cari Sayre","Xerox 1882","82.2906","Yes"
"Cari Sayre","Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags","1.0114","Yes"
"Cassandra Brandow","6"" Cubicle Wall Clock, Black","11.6496","null"
"Cassandra Brandow","Kensington 4 Outlet MasterPiece Compact Power Control Center","113.848","null"
"Jack O'Briant","Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood","8.0968","null"
"Jack O'Briant","Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table","-14.9877","null"
"Dorris liebe","Sterilite Show Offs Storage Containers","0","null"
"Dorris liebe","Avery 490","22.2","null"
"Lisa Hazard","Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2","7.434","null"
"Lisa Hazard","Avery Durable Slant Ring Binders, No Labels","-7.3232","null"
"Lisa Hazard","Bestar Classic Bookcase","-152.9847","null"
"Alan Dominguez","Xerox 1919","80.3404","null"
"Darrin Van Huff","Poly String Tie Envelopes","1.9176","null"
"Darrin Van Huff","Avery 51","8.694","null"
"Don Jones","Seth Thomas 16"" Steel Case Clock","21.4368","null"
"Don Jones","#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes","14.9744","null"
"Tracy Zic","Avery Hi-Liter Fluorescent Desk Style Markers","6.253","null"
"Tracy Zic","Eldon Image Series Desk Accessories, Burgundy","9.0288","null"
"Lycoris Saunders","Xerox 225","9.3312","null"
"Michelle Ellison","Ibico Plastic and Wire Spiral Binding Combs","8.7672","null"
"Anthony Jacobs","Green Bar Computer Printout Paper","111.5688","null"
"Steven Cartwright","Adjustable Depth Letter/Legal Cart","210.4936","null"
"Steven Cartwright","Avery Durable Plastic 1"" Binders","3.9498","null"
"Steven Cartwright","Pressboard Data Binders by Wilson Jones","2.8836","null"
"Aaron Hawkins","Iceberg Nesting Folding Chair, 19w x 6d x 43h","20.9592","null"
"Aaron Hawkins","EcoTones Memo Sheets","3.84","null"
"Andy Reiter","Avery Self-Adhesive Photo Pockets for Polaroid Photos","9.534","null"
"Sonia Sunley","Logitech Desktop MK120 Mouse and keyboard Combo","1.636","null"
"Sonia Sunley","Akro Stacking Bins","0.6312","null"
"Sonia Sunley","Boston KS Multi-Size Manual Pencil Sharpener","12.8744","null"
"David Wiener","Fellowes Mighty 8 Compact Surge Protector","6.4864","null"
"Bill Donatelli","Logitech B530 USB Headset - headset - Full size, Binaural","7.7679","null"
"Bill Donatelli","Avery 512","5.4332","null"
"Bill Donatelli","Personal File Boxes with Fold-Down Carry Handle","3.895","null"
"Roy Phan","Logitech Desktop MK120 Mouse and keyboard Combo","9.816","null"
"Roy Phan","Staples","7.86","null"
"Jill Matthias","Array Memo Cubes","7.6146","null"
"Jill Matthias","Texas Instruments TI-34 Scientific Calculator","35.6238","null"
"Cynthia Voltz","iHome FM Clock Radio with Lightning Dock","10.4985","null"
"Cynthia Voltz","Memorex Micro Travel Drive 32 GB","47.0979","null"
"Cynthia Voltz","Avery 493","4.8118","null"
"Nick Crebassa","GBC Imprintable Covers","9.5526","null"
"John Grady","Adams ""While You Were Out"" Message Pads","9.891","Yes"
"Edward Becker","Nu-Dell Executive Frame","23.384","null"
"Matt Connell","Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack","11.31","Yes"
"Herbert Flentye","Bush Somerset Collection Bookcase","6.549","null"
"Muhammed Lee","Sony 64GB Class 10 Micro SDHC R40 Memory Card","15.1158","null"
"Muhammed Lee","Logitech M510 Wireless Mouse","26.3934","null"
"Tracy Zic","AT&T 1070 Corded Phone","55.745","null"
"Tracy Zic","Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive","15.2208","null"
"Tracy Zic","Acco Clips to Go Binder Clips, 24 Clips in Two Sizes","5.0055","null"
"Denise Monton","Standard Line While You Were Out Hardbound Telephone Message Book","40.4432","null"
"Denise Monton","Performers Binder/Pad Holder, Black","8.409","null"
"Denise Monton","Vinyl Sectional Post Binders","33.93","null"
"Denise Monton","SAFCO Mobile Desk Side File, Wire Frame","11.1176","null"
"Tony Sayre","Wilson Jones Easy Flow II Sheet Lifters","3.528","null"
"Tony Sayre","Kingston Digital DataTraveler 64GB USB 2.0","8.1072","null"
"Phillip Flathmann","Acco Translucent Poly Ring Binders","3.9312","null"
"Neoma Murray","Logitech Z-906 Speaker sys - home theater - 5.1-CH","659.98","null"
"Neoma Murray","3M Polarizing Light Filter Sleeves","51.474","null"
"Marc Harrigan","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","35.245","null"
"Sam Zeldin","Tenex File Box, Personal Filing Tote with Lid, Black","12.0978","null"
"Larry Hughes","Newell 318","0.6672","Yes"
"Robert Marley","Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black","459.396","null"
"Robert Marley","NETGEAR N750 Dual Band Wi-Fi Gigabit Router","97.2","null"
"Arianne Irving","Unpadded Memo Slips","2.388","null"
"Kristina Nunn","Fiskars 8"" Scissors, 2/Pack","24.998","null"
"Bruce Stewart","Acco Glide Clips","9.604","Yes"
"Bruce Stewart","Hand-Finished Solid Wood Document Frame","20.538","Yes"
"Pete Kriz","Acco Suede Grain Vinyl Round Ring Binder","4.3368","null"
"Pete Kriz","Bush Cubix Conference Tables, Fully Assembled","92.392","null"
"Bruce Degenhardt","Longer-Life Soft White Bulbs","4.4352","Yes"
"Toby Swindell","GBC Standard Recycled Report Covers, Clear Plastic Sheets","-23.716","null"
"Toby Swindell","TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page","19.6224","null"
"Toby Swindell","Tyvek  Top-Opening Peel & Seel Envelopes, Plain White","36.693","null"
"Toby Swindell","O'Sullivan 4-Shelf Bookcase in Odessa Pine","-320.597","null"
"Dean Braden","Global Deluxe Stacking Chair, Gray","13.7646","null"
"Karen Ferguson","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","73.194","null"
"Karen Ferguson","Xerox 217","9.3312","null"
"Tony Sayre","OIC Stacking Trays","4.008","null"
"Tony Sayre","Tennsco Industrial Shelving","-17.6076","null"
"Tony Sayre","O'Sullivan 2-Shelf Heavy-Duty Bookcases","-183.6324","null"
"Chris Selesnick","Digium D40 VoIP phone","11.6091","null"
"Chris Selesnick","KeyTronic E03601U1 - Keyboard - Beige","6.48","null"
"Chris Selesnick","Logitech Illuminated - Keyboard","115.1808","null"
"Chris Selesnick","Tennsco Commercial Shelving","0.4068","null"
"Duane Huffman","Staples","0.1472","null"
"Duane Huffman","Avery 489","19.872","null"
"Duane Huffman","Sauder Camden County Barrister Bookcase, Planked Cherry Finish","-4.8392","null"
"Joel Eaton","Xerox 1925","27.882","null"
"Maria Bertelson","Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black","62.737","null"
"Jennifer Halladay","Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book","11.1024","null"
"Jennifer Halladay","TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack","7.6869","null"
"Chloris Kastensmidt","Avery Non-Stick Binders","7.0044","null"
"Chloris Kastensmidt","Acco 6 Outlet Guardian Premium Surge Suppressor","15.7248","null"
"Sanjit Jacobs","Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page","36.9288","null"
"Erin Ashbrook","Faber Castell Col-Erase Pencils","4.0098","null"
"Michael Granlund","Colored Push Pins","0.6516","null"
"Erin Smith","SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine","-218.8656","null"
"Erin Smith","Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear","-7.656","null"
"Erin Smith","Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl","-4.1712","null"
"Justin MacKendrick","DAX Copper Panel Document Frame, 5 x 7 Size","10.5672","null"
"Justin MacKendrick","Motorla HX550 Universal Bluetooth Headset","47.46","null"
"Sheri Gordon","Acco 6 Outlet Guardian Premium Surge Suppressor","11.7936","null"
"Sheri Gordon","Micropad Numeric Keypads","34.9825","null"
"Ivan Liston","Xerox 20","3.1104","null"
"Ivan Liston","Tennsco 6- and 18-Compartment Lockers","238.653","null"
"Ivan Liston","Avery 483","6.8724","null"
"Roy Französisch","Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock","122.7648","null"
"Roy Französisch","Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector","15.8256","null"
"Liz Carlisle","Newell 35","1.9024","null"
"Liz Carlisle","Novimex Fabric Task Chair","-15.245","null"
"Liz Carlisle","Astroparche Fine Business Paper","22.8096","null"
"Jas O'Carroll","Stackable Trays","1.9712","null"
"Guy Armstrong","Stockwell Push Pins","3.597","null"
"Eugene Moren","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue","2.2098","null"
"Doug Bickford","SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","9.534","null"
"Doug Bickford","Fellowes High-Stak Drawer Files","81.0474","null"
"Art Ferguson","Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags","2.0228","null"
"Helen Wasserman","Plantronics Savi W720 Multi-Device Wireless Headset System","371.316","null"
"Helen Wasserman","Imation Bio 8GB USB Flash Drive Imation Corp","224.424","null"
"Charlotte Melton","Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D","8.8784","null"
"Victoria Wilson","Micro Innovations USB RF Wireless Keyboard with Mouse","21","null"
"Victoria Wilson","Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)","21.5988","null"
"Paul Prost","Longer-Life Soft White Bulbs","2.9568","null"
"Paul Prost","Bevis Oval Conference Table, Walnut","399.2994","null"
"Sample Company A","Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""","28.896","null"
"Sample Company A","Kensington Expert Mouse Optical USB Trackball for PC or Mac","85.491","null"
"Gary McGarr","SAFCO Arco Folding Chair","149.148","null"
"Gary McGarr","Safco Contoured Stacking Chairs","35.76","null"
"Sanjit Jacobs","Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl","11.297","null"
"Joy Bell-","Xerox 220","9.3312","null"
"Anthony Johnson","Xerox 221","15.552","Yes"
"Anthony Johnson","Peel & Seel Recycled Catalog Envelopes, Brown","28.95","Yes"
"Anthony Johnson","Sterilite Show Offs Storage Containers","0","Yes"
"Anthony Johnson","Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors","210.735","Yes"
"Tiffany House","Newell 343","0.7938","null"
"Adrian Hane","Vinyl Sectional Post Binders","-30.16","Yes"
"Adrian Hane","Newell 312","2.336","Yes"
"Adrian Hane","Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book","3.7856","Yes"
"Adrian Hane","Sony Micro Vault Click 8 GB USB 2.0 Flash Drive","-8.4582","Yes"
"Adrian Hane","Iceberg OfficeWorks 42"" Round Tables","-264.215","Yes"
"Adrian Hane","Avery White Multi-Purpose Labels","5.1792","Yes"
"Adrian Hane","Macally Suction Cup Mount","-7.17","Yes"
"Craig Leslie","Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp","7.504","null"
"Craig Leslie","Sensible Storage WireTech Storage Systems","-95.823","null"
"Sanjit Engle","Avery 486","6.8714","null"
"Sanjit Engle","Wilson Jones Turn Tabs Binder Tool for Ring Binders","17.5448","null"
"Sanjit Engle","Logitech G35 7.1-Channel Surround Sound Headset","132.5898","null"
"Trudy Glocke","Luxo Adjustable Task Clamp Lamp","92.3936","null"
"Trudy Glocke","Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black","8.7735","null"
"Marc Crier","Xerox 218","6.2208","null"
"Patrick Jones","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink","5.7408","null"
"Patrick Jones","Imation 30456 USB Flash Drive 8GB","2.208","null"
"Ken Lonsdale","Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets","35.6526","null"
"Amy Hunt","Hon 61000 Series Interactive Training Tables","-1.7772","null"
"Paul Gonzalez","Xerox 1992","17.5812","null"
"Ken Black","Advantus Push Pins","2.289","Yes"
"Ken Black","Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB","4.5588","Yes"
"Ken Black","Plantronics Audio 478 Stereo USB Headset","29.994","Yes"
"Dorothy Wardle","Xerox 1905","6.2208","null"
"Mark Van Huff","Wirebound Service Call Books, 5 1/2"" x 4""","9.2928","Yes"
"Mark Van Huff","Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak","5.79","Yes"
"Becky Pak","GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""","13.4316","null"
"Dave Hallsten","Xerox 1975","6.3504","Yes"
"Dave Hallsten","DAX Black Cherry Wood-Tone Poster Frame","10.0624","Yes"
"Dave Hallsten","StarTech.com 10/100 VDSL2 Ethernet Extender Kit","53.272","Yes"
"Dave Hallsten","Xerox 1968","12.8256","Yes"
"Dave Hallsten","Xerox 1977","9.6192","Yes"
"Dave Hallsten","SAFCO Boltless Steel Shelving","7.9548","Yes"
"Dave Hallsten","Stackable Trays","6.8992","Yes"
"Frank Preis","Avery 475","22.2","null"
"Frank Preis","Avery 476","9.499","null"
"Julie Prescott","Iceberg Mobile Mega Data/Printer Cart ","125.1432","Yes"
"Julie Prescott","Cardinal Hold-It CD Pocket","2.1546","Yes"
"Justin MacKendrick","Avanti 4.4 Cu. Ft. Refrigerator","152.0232","null"
"Justin MacKendrick","DAX Wood Document Frame","19.7712","null"
"Matt Collins","Belkin 19"" Center-Weighted Shelf, Gray","17.694","null"
"Emily Burns","Toshiba IPT2010-SD IP Telephone","25.0182","null"
"Shaun Chance","DAX Value U-Channel Document Frames, Easel Back","4.6221","null"
"Shaun Chance","Hoover Upright Vacuum With Dirt Cup","335.8548","null"
"Beth Paige","Hon Comfortask Task/Swivel Chairs","-31.9144","Yes"
